asin,average_score
B07TGDFPBN,99.81666666666666
B01J8JMFKG,99.58833333333332
B00GZQYLOE,98.81166666666667
B0CXDZJLVC,94.42333333333333
B01K4SH5JW,89.72000000000001
B0002I9OIE,83.50833333333334
B0002DINX6,78.64833333333333
B0002DIUVQ,77.03333333333333
B001GY0NPG,76.83
